property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,others,store room,pooja room,servant room,study room,furnishing_type,luxury_score
house,independent,sector 10a,1.7,2099.0,2,1,2,2.0,Old Property,8100.0,1,0,0,0,0,1,8
house,independent,sector 38,2.1,23226.0,7,7,3+,3.0,Relatively New,900.0,0,1,1,0,1,0,27
flat,parsvnath exotica,sector 53,6.44,19003.0,4,4,3,7.0,Moderately Old,3067.0,0,0,0,1,0,0,80
flat,pareena coban residences,sector 99a,1.32,6610.0,3,5,3,11.0,New Property,1737.0,0,0,0,1,0,1,88
flat,corona optus,sector 37c,1.43,7186.0,3,3,3+,2.0,Relatively New,1845.0,1,0,0,1,1,0,49
house,sector part rwa,sector 15,10.0,22120.0,5,5,2,2.0,Old Property,4518.0,0,0,0,0,0,1,49
flat,mm heights,sector 65,2.15,15003.0,2,2,3+,28.0,Relatively New,1433.0,0,0,0,0,0,1,0
flat,supertech araville,sector 79,0.83,5425.0,2,2,3,5.0,New Property,1700.0,0,0,0,0,1,2,49
house,eldeco mansionz,sector 48,5.0,21406.0,7,7,3,2.0,Moderately Old,2340.0,0,0,0,0,0,0,40
flat,supertech hilltown,sector 2,0.8,5556.0,3,2,3,8.0,Moderately Old,1440.0,0,0,0,0,0,0,0
flat,bestech park view aindependentda,sector 81,0.9,6618.0,2,2,3,8.0,New Property,1230.0,1,0,0,0,0,1,60
flat,ashiana anmol,sohna road,0.93,7294.0,2,2,2,9.0,Under Construction,1000.0,1,0,0,0,0,0,31
house,independent,sector 9,3.5,13436.0,9,9,3+,3.0,Relatively New,2610.0,0,0,0,0,1,1,23
flat,rail vihar cghs,sector 56,1.35,10385.0,3,2,2,1.0,Old Property,1275.0,1,0,0,0,0,0,159
flat,ss the leaf,sector 85,2.0,8306.0,3,4,3,8.0,Relatively New,2179.0,0,0,0,1,0,1,21
house,emaar mgf marbella,sector 66,12.0,37038.0,4,4,3+,3.0,Relatively New,3240.0,0,1,1,1,1,0,160
flat,deepak minda,manesar,1.25,4715.0,4,4,3+,6.0,Moderately Old,2946.0,0,0,0,0,0,0,44
flat,tulip white,sector 69,0.9,6787.0,3,2,3,6.0,Relatively New,1473.0,0,0,1,0,0,0,121
house,independent,sector 108,1.34,5000.0,1,1,0,1.0,Relatively New,2680.0,0,0,0,0,0,1,0
flat,tulip violet,sector 69,1.68,8350.0,4,4,2,1.0,Relatively New,1819.0,0,0,1,0,0,1,102
flat,apex our homes,sector 37c,0.38,4108.0,2,2,1,9.0,Relatively New,925.0,0,0,0,0,0,1,65
flat,ss the leaf,sector 85,2.13,7575.0,4,4,3,6.0,Relatively New,2600.0,0,0,0,0,0,1,49
flat,raheja revanta,sector 78,1.2,10017.0,1,2,2,32.0,Under Construction,822.0,0,0,0,0,0,0,39
flat,antriksh heights,sector 84,0.88,4822.0,3,3,3,16.0,Relatively New,1651.0,0,0,1,0,0,1,67
flat,ats tourmaline,sector 109,1.75,8140.0,3,4,3+,7.0,Relatively New,1797.0,0,0,0,1,0,0,165
flat,aipl the peaceful homes,sector 70a,2.55,11860.0,3,3,3,20.0,New Property,2000.0,1,0,1,1,0,0,150
flat,aipl the peaceful homes,sector 70a,1.6,9587.0,2,2,2,22.0,Moderately Old,1416.0,0,0,0,0,0,1,86
flat,pioneer park,sector 61,2.04,12790.0,3,3,3+,16.0,Moderately Old,1595.0,0,0,0,1,0,0,165
flat,tata primanti,sector 72,3.3,15385.0,3,3,3+,10.0,Relatively New,2000.0,0,0,0,1,0,0,165
flat,ansal heights,sector 86,0.74,5441.0,2,2,1,11.0,Under Construction,1230.0,1,0,0,0,0,0,45
flat,essel towers,sector 14,2.75,12500.0,4,5,3+,8.0,Old Property,2200.0,0,0,0,1,1,2,128
flat,pyramid urban,sector 67a,0.62,11855.0,2,2,2,2.0,Relatively New,581.0,0,0,0,0,0,1,64
flat,godrej summit,sector 104,1.75,7530.0,4,5,3+,1.0,New Property,2582.0,0,0,0,1,0,1,60
flat,tulip violet,sector 69,1.6,10139.0,3,3,2,0.0,Relatively New,1428.0,0,0,1,0,0,1,49
flat,zara aavaas,sector 104,0.4,7030.0,2,2,1,4.0,Relatively New,514.0,0,0,0,0,0,1,52
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,14754.0,2,2,2,10.0,Relatively New,828.0,0,0,0,0,0,1,22
flat,central park flower valley,sector 33,2.15,13522.0,3,3,3+,1.0,New Property,1439.0,0,0,0,0,0,1,31
house,independent,sector 25,7.6,39226.0,9,9,3,4.0,Relatively New,1937.502,0,1,1,0,1,0,84
house,independent,sector 2,1.15,19425.0,3,3,2,2.0,Old Property,594.0,0,0,0,0,0,0,32
flat,dlf the ultima,sector 81,2.25,10755.0,3,4,3+,11.0,Relatively New,2090.0,0,0,0,1,0,2,174
flat,pyramid urban homes,sector 86,0.5,8319.0,2,2,1,2.0,Relatively New,668.0,0,0,0,0,0,0,35
flat,raheja vedaanta,sector 108,1.5,5263.0,3,4,0,12.0,Relatively New,2850.0,0,0,0,0,0,0,0
flat,birla navya,sector 63a,3.3,15349.0,3,3,3,4.0,Relatively New,2150.0,0,0,0,1,0,1,52
flat,la vida by tata housing,sector 113,1.85,11716.0,3,2,2,7.0,New Property,1429.0,0,0,0,0,0,1,13
flat,godrej,sector 79,1.34,8524.0,3,3,3,7.0,Relatively New,1422.0,0,0,0,0,0,0,158
flat,chd avenue,sector 71,1.16,6655.0,3,3,3,5.0,Moderately Old,1577.0,0,0,0,1,0,0,73
flat,tata primanti,sector 72,4.0,16032.0,4,5,3+,22.0,Relatively New,2700.0,0,0,0,1,0,0,174
flat,indiabulls enigma,sector 110,3.25,9559.0,4,4,3,11.0,Relatively New,3076.0,1,0,0,1,0,1,125
flat,experion windchants,sector 112,5.6,11530.0,4,6,3+,15.0,Moderately Old,3662.34,0,0,0,1,0,0,157
flat,vatika sovereign park,sector 99,2.45,8813.0,3,4,3,1.0,New Property,2515.0,0,0,0,1,0,0,165
flat,pareena laxmi apartments,sector 99a,0.31,5905.0,2,2,2,6.0,New Property,583.0,0,0,0,0,0,0,74
flat,prime habitat,sector 99a,0.27,6054.0,2,2,1,10.0,Relatively New,498.0,0,0,0,0,0,0,67
flat,earth copia,sector 112,0.7,4673.0,2,2,2,4.0,Relatively New,1498.0,0,0,0,0,0,0,65
house,vipul tatvam villa,sector 48,8.5,26235.0,4,6,3,3.0,Old Property,3240.0,1,0,1,1,0,0,49
house,ansal heights,sector 92,2.75,5500.0,4,4,3+,3.0,Relatively New,5000.0,0,0,1,0,1,0,0
flat,mm merlin,sector 67,4.5,14268.0,4,4,3+,15.0,Relatively New,2854.0,0,0,0,1,0,0,158
flat,sare green parc phase,sector 92,0.7,5279.0,3,2,2,4.0,Relatively New,1325.0,0,0,0,0,0,1,56
house,dlf gardencity enclave,sector 93,1.3,1254.0,3,2,1,3.0,Relatively New,10368.0,0,0,0,0,0,1,50
flat,vatika xpressions,sector 88b,0.92,6815.0,2,2,3,3.0,New Property,1350.0,0,0,0,0,0,0,26
house,independent,sector 56,3.25,21567.0,5,6,3+,4.0,Relatively New,1506.946,1,0,1,0,0,0,27
flat,sare homes,sector 92,0.58,4099.0,3,3,3,3.0,New Property,1280.0,0,0,0,0,0,0,54
flat,sobha city,sector 108,2.33,14463.0,3,3,3,17.0,Relatively New,1711.0,0,1,0,0,0,0,159
flat,conscient one,sector 109,1.7,17617.0,1,1,2,9.0,Relatively New,965.0,0,0,0,0,0,1,0
flat,tulip violet,sector 69,1.55,9639.0,3,3,2,2.0,Relatively New,1455.0,0,0,1,0,0,0,86
flat,orchid petals,sector 49,2.23,10969.0,3,3,3,14.0,Relatively New,1839.0,1,0,0,0,0,0,40
house,signature global city,sector 81,0.75,761.0,3,2,3,4.0,Under Construction,9855.0,0,0,0,0,1,0,97
house,independent,sector 4,4.12,8881.0,2,1,3+,2.0,Moderately Old,4635.0,0,0,0,0,0,1,0
flat,pareena coban residences,sector 99a,1.35,6760.0,3,5,3,6.0,New Property,1807.0,1,0,0,1,0,1,60
house,dlf city phase,sector 26,9.25,13214.0,12,12,3+,4.0,New Property,7000.0,0,0,1,1,0,0,43
flat,kiran residency,sector 56,1.5,7500.0,3,3,3+,4.0,Relatively New,1900.0,0,0,0,1,0,0,126
flat,smriti apartment,sector 56,0.6,10000.0,1,1,1,2.0,Moderately Old,543.0,0,0,0,0,0,1,49
flat,eldeco accolade,sohna road,0.66,5181.0,2,2,3,12.0,Relatively New,977.0,0,0,1,0,0,0,49
flat,park view apartment,sector 56,1.74,7565.0,3,3,3+,2.0,Old Property,2400.0,0,0,1,1,0,0,104
flat,ild greens,sector 37c,0.9,5614.0,3,3,3,0.0,Under Construction,1500.0,0,0,0,0,0,0,66
flat,bestech park view residency,sector 2,1.5,7825.0,3,4,3+,10.0,Moderately Old,1737.0,0,0,0,1,0,0,93
house,rwa sector,sector 46,3.5,21534.0,4,4,2,2.0,Relatively New,1625.3489,0,0,1,0,0,0,30
house,independent,sector 13,0.62,32000.0,6,6,0,3.0,Old Property,192.0,0,0,0,0,0,1,0
flat,raheja vedaanta,sector 108,0.7,4667.0,2,2,1,10.0,Moderately Old,1468.0,0,0,0,0,0,0,0
flat,trisara our homes,sohna road,0.4,6557.0,2,2,1,0.0,New Property,669.0,0,0,0,0,0,0,90
flat,orris carnation residency,sector 85,1.1,6687.0,3,4,3,6.0,Moderately Old,1466.0,0,0,0,1,0,2,65
flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,7.0,Moderately Old,2169.0,0,0,0,1,0,0,174
flat,ats triumph,sector 104,2.65,8413.0,4,4,3+,10.0,Relatively New,2850.0,0,0,0,1,0,0,174
flat,orchid petals,sector 49,1.9,10526.0,3,3,3,9.0,Moderately Old,2006.0,0,0,0,1,0,0,95
house,independent,sector 7,1.95,13519.0,2,2,2,2.0,Old Property,1440.0,0,0,0,0,0,1,0
flat,pgr shree kripaluji apartment,sector 52,1.4,6087.0,3,3,3+,8.0,Relatively New,2556.0,0,0,0,0,0,0,80
flat,ss the leaf,sector 85,1.09,6663.0,2,2,3,5.0,Relatively New,1475.0,0,0,0,0,0,0,49
house,international city by sobha phase,sector 109,7.0,12955.0,4,4,3+,2.0,Relatively New,5400.0,0,0,0,0,0,0,102
flat,dlf the primus,sector 82a,1.85,10283.0,3,3,3+,2.0,Relatively New,1668.0,0,0,0,0,0,0,44
flat,tata primanti,sector 72,4.0,13769.0,4,5,3+,9.0,Relatively New,2800.0,0,0,0,1,0,0,165
flat,antriksh heights,sector 84,0.49,4356.0,2,2,2,16.0,Relatively New,1018.0,0,0,0,0,0,1,66
flat,ambience lagoon,sector 24,5.8,12500.0,3,4,3+,9.0,Old Property,3700.0,1,0,1,1,1,2,68
flat,dlf the ultima,sector 81,3.46,12047.0,4,4,3+,10.0,New Property,2598.0,0,0,0,1,0,2,161
flat,vatika gurgaon,sector 83,1.1,6051.0,3,3,3,12.0,Relatively New,1570.0,0,0,0,1,0,0,66
flat,dlf regal gardens,sector 90,1.15,6326.0,3,3,3+,18.0,Relatively New,1645.0,0,0,1,0,0,0,130
flat,ambience creacions,sector 22,1.65,11957.0,2,2,2,9.0,Relatively New,1200.0,1,0,1,0,0,2,133
flat,adani oyster greens,sector 102,1.9,10058.0,3,3,3+,9.0,Relatively New,2099.0,0,1,1,0,1,1,0
flat,dlf new town heights,sector 90,1.55,6557.0,4,4,3+,1.0,Relatively New,2139.0,0,0,1,1,0,0,81
flat,sobha city,sector 108,3.95,16859.0,3,4,2,15.0,Relatively New,2343.0,0,0,0,1,0,1,49
flat,ansal housing highland park,sector 103,2.0,7491.0,4,5,3+,14.0,New Property,2416.0,0,0,0,1,0,0,45
flat,mm soulitude,sector 89,1.25,8784.0,3,3,2,3.0,New Property,1581.0,0,0,0,0,1,0,49
flat,suncity avenue,sector 76,0.75,10204.0,2,2,2,11.0,Under Construction,665.0,0,0,0,0,0,1,0
flat,signature global park,sohna road,0.55,6691.0,2,2,3,3.0,Relatively New,913.0,0,0,0,0,0,0,58
house,independent,sector 37d,1.16,7536.0,1,1,0,1.0,Relatively New,1535.0,0,0,0,0,0,1,0
flat,rof aalayas,sector 102,0.45,6000.0,1,1,2,6.0,Relatively New,750.0,0,0,0,0,0,1,0
flat,gls arawali homes,sohna road,0.3,5291.0,2,2,0,10.0,Relatively New,567.0,0,0,0,0,0,0,0
flat,mm sierra,sector 68,1.05,8537.0,2,2,2,11.0,New Property,1200.0,0,0,0,0,0,0,127
flat,bajrang apartments,sector 6,0.38,4471.0,2,2,2,1.0,Moderately Old,944.0,0,0,0,0,0,1,0
house,independent,sector 51,2.25,24885.0,6,3,3+,3.0,Relatively New,900.0,0,0,0,0,0,1,54
house,satya the legend,sector 57,9.25,16003.0,5,5,3+,4.0,Relatively New,5780.2143,0,1,1,1,1,0,160
flat,supertech araville,sector 79,1.35,6941.0,3,3,3,4.0,Relatively New,2161.0,0,0,0,0,0,1,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,2,2,2,0.0,Relatively New,1017.0,0,0,0,0,0,1,49
house,unitech uniworld resorts,sector 33,9.5,19333.0,6,6,3+,3.0,Moderately Old,4914.0,0,0,0,0,0,0,40
flat,umang monsoon breeze,sector 78,1.15,5285.0,3,3,3,9.0,Moderately Old,1969.0,1,0,0,1,0,0,22
flat,shri banke bihari society,sector 56,1.35,9643.0,3,3,3+,4.0,Old Property,1450.0,1,0,0,0,0,0,174
flat,ashiana mulberry,sohna road,1.05,5412.0,2,2,3,1.0,New Property,1175.97,0,0,0,0,1,1,49
flat,emaar palm heights,sector 77,2.1,10370.0,3,3,3,17.0,New Property,1832.0,0,0,0,1,1,1,8
flat,aipl the peaceful homes,sector 70a,2.52,10723.0,3,4,3,8.0,Relatively New,2126.0,0,0,0,1,0,1,174
flat,unitech the residences,sector 33,1.55,9873.0,3,4,1,1.0,Relatively New,1420.0,0,0,0,1,0,1,37
house,independent,sector 8,0.45,9088.0,1,1,1,3.0,Moderately Old,556.0,0,0,0,0,0,0,0
house,independent,sector 5,1.0,6684.0,1,1,0,1.0,Relatively New,1500.0,0,0,0,0,0,1,0
house,eros rosewood city,sector 49,1.6,29729.0,4,4,3,4.0,New Property,540.0,0,0,0,0,0,0,27
house,independent,sector 45,16.0,35561.0,6,7,3+,3.0,Relatively New,4500.0,0,1,1,1,1,0,105
house,rwa sector,sector 46,4.5,24448.0,6,6,3+,3.0,Moderately Old,1840.6269,0,1,0,0,0,0,80
house,international city by sobha phase,sector 109,6.0,9627.0,4,5,3,2.0,Moderately Old,6228.0,0,0,0,0,0,1,76
house,sare crescent parc royal greens phase,sector 92,0.85,4875.0,4,4,3,4.0,Relatively New,1743.0,0,0,0,0,0,1,0
flat,signature global city a,sector 63a,1.4,11336.0,2,2,2,3.0,Relatively New,1372.0,1,0,0,0,0,1,0
flat,dlf regal gardens,sector 90,1.65,7449.0,4,4,3+,15.0,Relatively New,2214.0,0,0,0,0,0,0,158
flat,belgravia resort residences,sector 48,3.45,18459.0,3,3,3,14.0,Moderately Old,1869.0,0,0,0,0,0,1,0
flat,alpha corp gurgaonone,sector 84,1.15,7497.0,2,2,3,14.0,Relatively New,1394.0,0,0,0,0,1,0,28
flat,signature global park,sohna road,0.9,6254.0,3,3,3,3.0,Relatively New,1599.0,0,0,1,0,0,0,96
house,dlf city plots phase,sector 25,6.5,33548.0,9,9,3+,3.0,Old Property,1937.502,0,1,1,1,1,0,142
house,independent,sector 5,1.5,4995.0,6,1,0,1.0,New Property,3000.0,0,0,0,0,0,0,0
house,ansal sushant lok plots,sector 43,3.3,26659.0,1,1,0,2.0,Under Construction,1237.8485,0,0,0,0,0,0,0
flat,kendriya vihar,sector 56,0.58,9587.0,1,1,1,1.0,Old Property,672.0,0,0,0,0,0,1,77
house,independent,sector 92,1.8,7636.0,4,5,0,13.0,Relatively New,2360.0,0,0,0,0,0,1,0
flat,dlf regal gardens,sector 90,1.79,8081.0,4,3,3+,10.0,Moderately Old,2461.0,0,0,0,0,0,1,63
flat,ats tourmaline,sector 109,1.65,7674.0,3,3,3+,16.0,Relatively New,1945.0,0,0,0,1,0,0,49
flat,emaar palm gardens,sector 83,1.72,9053.0,3,3,3,4.0,Relatively New,1600.0,0,0,0,1,0,0,165
flat,emaar mgf palm hills,sector 77,1.25,8621.0,3,4,3,1.0,Relatively New,1611.0,0,0,0,1,0,0,104
flat,guru gram haryana cghs,sector 56,1.39,7228.0,3,3,3,4.0,Moderately Old,1737.0,0,0,0,0,1,0,134
house,independent,sector 2,5.0,15381.0,6,6,2,1.0,Moderately Old,3611.0,0,0,0,0,0,1,0
flat,nbcc heights,sector 89,1.5,7059.0,3,3,3,8.0,Relatively New,1923.0,0,0,0,1,1,1,105
house,independent,sector 105,1.1,12166.0,6,4,1,1.0,Moderately Old,1000.0,0,0,0,0,0,0,0
house,sector rwa,sector 38,1.4,24086.0,8,8,3,4.0,Moderately Old,62.0,1,0,0,0,0,0,40
house,independent,sector 2,3.0,19221.0,6,4,3+,3.0,Old Property,1560.7655,0,0,0,0,0,0,28
flat,puri diplomatic greens,sector 111,3.4,11525.0,4,5,3+,14.0,Relatively New,2669.0,0,0,0,1,0,0,94
flat,tulip violet,sector 69,1.55,9823.0,3,3,2,9.0,Relatively New,1428.0,0,0,1,0,0,0,165
flat,lotus homz,sector 111,0.36,8889.0,1,1,1,10.0,Relatively New,450.0,0,0,0,0,0,0,44
flat,krrish provence estate,gwal pahari,7.5,7500.0,5,6,3+,23.0,Relatively New,9048.0,1,0,1,1,0,0,49
flat,millenium bajrang society,sector 43,2.5,9434.0,4,4,3+,2.0,Relatively New,2398.0,0,0,0,0,0,0,94
flat,experion the heartsong,sector 108,2.0,8554.0,3,3,3+,14.0,Relatively New,2115.0,0,0,0,1,0,1,95
flat,mm skywalk,sector 74,1.47,10954.0,2,2,3,26.0,New Property,1280.0,0,0,0,0,0,0,31
house,huda sector-gurgaon,sector 56,3.6,24774.0,5,5,3+,3.0,Moderately Old,1453.1265,1,0,0,0,0,1,47
flat,bestech park view spa next,sector 67,2.85,12128.0,4,4,3+,5.0,Moderately Old,2126.0,0,0,1,1,0,0,149
flat,emaar mgf the palm drive,sector 66,3.5,16471.0,3,4,3,6.0,Relatively New,2150.0,0,0,0,1,0,1,68
flat,puri diplomatic greens,sector 111,3.7,12542.0,4,5,3+,12.0,Relatively New,2650.0,0,0,0,1,0,0,158
flat,chd avenue,sector 71,1.1,6104.0,3,4,3,3.0,Moderately Old,1630.0,0,0,0,1,0,0,26
flat,gls arawali homes,sohna road,0.27,4688.0,2,2,2,1.0,New Property,640.0,0,0,0,0,0,1,35
flat,vatika independent floors,sector 82,1.45,8056.0,4,3,0,1.0,Relatively New,1800.0,0,0,0,0,0,1,50
house,independent,sector 26,20.0,44451.0,5,7,3+,3.0,Relatively New,4500.0,0,0,1,1,0,2,97
flat,orris aster court premier,sector 85,1.2,5660.0,3,4,2,6.0,Relatively New,1650.0,0,0,0,1,0,1,28
house,eros rosewood villas,sector 49,2.8,14737.0,3,3,3,2.0,Moderately Old,1900.0,0,0,1,0,0,1,68
flat,tulip purple,sector 69,1.92,8000.0,4,5,3+,5.0,Relatively New,2171.0,0,0,0,1,0,0,158
flat,ats triumph,sector 104,2.6,8254.0,4,4,3+,12.0,Relatively New,2850.0,0,0,0,1,0,0,118
flat,emaar palm gardens,sector 83,1.4,9675.0,3,3,3,11.0,Relatively New,1582.0,0,0,0,1,0,2,58
flat,mm latitude,sector 65,4.6,26791.0,3,3,3,7.0,New Property,1717.0,0,1,1,1,1,1,115
flat,hcbs sports ville,sohna road,0.28,3769.0,2,2,1,11.0,Relatively New,743.0,0,0,0,0,0,0,38
flat,paras dews,sector 106,1.35,6429.0,4,4,3+,18.0,Relatively New,2100.0,0,0,1,1,0,0,174
flat,shri ram apartments,sector 4,0.46,5111.0,2,2,1,1.0,Relatively New,1000.0,0,0,0,0,0,0,69
house,independent,sector 7,3.1,13780.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,1,22
flat,godrej oasis,sector 88a,1.29,7799.0,3,3,3,5.0,New Property,1641.0,1,0,0,0,1,1,65
flat,godrej nature plus,sector 33,1.67,10503.0,3,2,2,18.0,New Property,1857.0,0,0,0,0,0,1,67
flat,la vida by tata housing,sector 113,2.78,10335.0,3,4,3+,5.0,Relatively New,2350.0,0,0,0,1,0,1,174
flat,spaze privvy the address,sector 93,1.25,6898.0,3,4,2,12.0,Relatively New,1350.0,0,0,0,0,0,0,96
flat,pyramid urban homes,sector 86,0.5,9615.0,2,2,1,10.0,Relatively New,578.0,0,0,0,0,0,0,15
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3,3,3,0.0,Relatively New,1493.0,0,0,0,1,1,0,159
house,independent,sector 28,11.75,41349.0,4,5,3+,4.0,Relatively New,2844.0,0,1,0,1,1,0,54
flat,emaar gurgaon greens,sector 102,1.45,8788.0,3,3,3,7.0,Relatively New,1493.0,0,0,0,1,0,0,159
flat,sare crescent parc,sector 92,0.66,4977.0,3,2,2,15.0,Relatively New,1473.0,0,0,0,0,0,2,44
flat,signature global city,sector 92,0.99,6622.0,3,2,3,1.0,New Property,1661.0,1,0,0,0,0,1,37
flat,rof aindependentda,sector 95,0.26,6842.0,1,1,1,8.0,New Property,422.0,0,0,0,0,0,1,49
flat,whiteland the aspen,sector 76,3.35,17613.0,3,4,3+,5.0,Relatively New,2111.0,0,0,0,1,0,2,151
flat,smart world orchard,sector 61,1.47,12250.0,2,2,2,2.0,New Property,1333.0,0,0,0,0,1,0,76
house,independent,sector 26,4.5,33445.0,3,3,2,2.0,Old Property,1345.4875,0,0,1,0,0,0,58
flat,signature global solera,sector 107,0.36,6569.0,2,2,1,9.0,Relatively New,496.0,0,0,0,0,0,1,28
flat,kiran residency,sector 56,1.54,8324.0,3,4,3+,5.0,Old Property,1900.0,0,0,0,1,0,0,98
flat,mm golfestate,sector 65,6.15,15999.0,3,5,3+,1.0,Relatively New,4271.0,0,0,0,1,0,2,49
flat,raheja vedaanta,sector 108,0.8,4080.0,3,3,3,9.0,Relatively New,1663.0,0,0,1,0,0,1,174
flat,chintamani,sector 103,1.57,8509.0,3,3,3,1.0,Relatively New,1845.0,0,0,0,0,0,1,0
flat,bestech park view grand spa,sector 81,3.3,12222.0,4,5,3+,4.0,Relatively New,3070.0,0,0,0,1,1,0,174
flat,ss the leaf,sector 85,1.04,5974.0,2,3,3+,4.0,Relatively New,1575.0,0,1,0,0,0,1,113
flat,godrej,sector 33,0.95,6859.0,2,2,3+,3.0,Under Construction,1253.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.84,7641.0,3,4,3,8.0,Relatively New,2025.0,0,0,1,0,0,1,158
flat,sare green parc,sector 92,0.61,4837.0,3,2,2,6.0,Under Construction,1141.0,1,0,0,0,0,1,0
flat,emaar gurgaon greens,sector 102,1.6,9697.0,3,3,3,8.0,Relatively New,1315.0,0,0,0,0,0,1,46
flat,paras dews,sector 106,1.32,5605.0,4,5,3+,11.0,Relatively New,1535.0,0,0,0,1,0,1,49
flat,imperia the esfera,sector 37c,0.86,5450.0,2,3,3,9.0,Relatively New,1442.0,1,0,0,0,1,0,49
flat,paras dews,sector 106,1.42,6030.0,4,6,3+,11.0,Relatively New,2131.0,0,0,0,1,0,1,143
flat,godrej summit,sector 104,1.3,7893.0,3,3,3,8.0,New Property,1490.0,1,0,0,0,0,1,103
house,ss omnia,sector 86,0.42,9333.0,5,3,2,3.0,Relatively New,450.0,0,0,0,0,0,1,0
flat,la vida by tata housing,sector 113,1.55,11654.0,2,2,3,2.0,New Property,1276.0,0,0,0,0,0,1,174
flat,aipl peaceful homes,sector 70a,2.75,12791.0,3,3,3+,14.0,Relatively New,2150.0,0,0,0,0,0,1,0
flat,sare crescent parc royal greens phase,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1174.0,0,0,0,0,0,1,25
house,unitech espace,sector 50,11.29,34846.0,5,5,3+,2.0,Moderately Old,3240.0,0,0,1,0,1,1,21
flat,suncity avenue,sector 102,0.48,9023.0,2,2,1,5.0,Relatively New,581.0,0,1,0,0,0,1,159
flat,pareena mi casa,sector 68,1.0,8163.0,2,2,2,16.0,New Property,1361.0,0,0,0,1,0,0,65
flat,zara aavaas,sector 104,0.65,8519.0,3,2,2,7.0,New Property,848.0,0,0,0,0,0,1,65
flat,sare crescent parc royal greens phase,sector 92,0.65,4511.0,3,3,3,1.0,Moderately Old,1303.0,0,0,0,0,0,1,91
flat,bestech park view grand spa,sector 81,2.29,8609.0,3,4,3+,10.0,Relatively New,2314.0,0,0,0,1,1,2,174
flat,huda housing board society,sector 52,0.45,9740.0,1,1,0,0.0,Moderately Old,513.0,0,0,1,0,0,0,43
flat,sbtl caladium,sector 109,1.63,6405.0,3,3,2,8.0,Relatively New,2303.0,0,0,0,1,0,0,159
flat,indiabulls enigma,sector 110,3.3,9851.0,4,5,3,7.0,Relatively New,3031.0,0,0,0,1,0,1,101
house,independent,sector 4,0.61,11111.0,2,2,2,2.0,Moderately Old,549.0,1,0,0,0,0,1,14
flat,parsvnath green ville,sector 48,1.5,8787.0,3,3,3,1.0,Old Property,1600.0,0,0,0,0,0,0,128
flat,sare homes,sector 92,0.95,4872.0,4,3,3,13.0,New Property,1764.0,0,0,0,0,0,1,0
flat,smart world orchard,sector 61,2.3,14110.0,3,3,2,2.0,New Property,1475.0,0,0,0,0,1,0,79
house,independent,sector 11,4.0,19767.0,5,4,1,2.0,Relatively New,2023.6132,0,0,0,0,0,1,0
flat,mapsko mount ville,sector 79,1.2,8054.0,3,3,3+,24.0,Relatively New,1154.0,0,0,0,0,0,0,135
house,independent,sector 12,1.4,9357.0,2,2,1,2.0,Old Property,1494.0,0,0,0,0,0,0,0
flat,dlf regal gardens,sector 90,2.05,8999.0,4,4,3+,5.0,Relatively New,2004.0,0,0,0,0,0,0,49
flat,ss the leaf,sector 85,2.2,5641.0,4,6,3,10.0,Relatively New,3920.0,0,0,0,1,0,1,174
flat,ansal height,sector 86,0.8,5882.0,2,2,0,1.0,Relatively New,1360.0,0,0,0,0,0,1,0
flat,dlf regency park,sector 28,2.3,11819.0,3,3,3,7.0,Moderately Old,1777.0,0,0,0,1,0,1,117
flat,ireo the corridors,sector 67a,1.4,9434.0,2,2,2,8.0,Relatively New,1149.0,1,0,0,0,1,1,90
house,malibu towne,sector 47,8.5,52998.0,12,12,3+,4.0,New Property,1603.8211,0,0,0,0,0,0,99
flat,the close north,sector 50,2.65,10685.0,3,4,3+,6.0,Moderately Old,2470.0,0,0,0,1,0,0,174
house,ansals palam vihar,sector 2,9.0,19221.0,5,5,2,2.0,Old Property,4680.0,0,1,1,1,1,2,110
flat,ramprastha the edge towers,sector 37d,1.0,5650.0,3,3,3+,13.0,Moderately Old,1601.0,0,0,0,0,0,1,38
flat,emaar mgf emerald estate,sector 65,1.75,12545.0,3,3,3,10.0,Relatively New,1081.0,0,0,0,1,0,0,124
flat,raheja vanya,sector 99a,0.59,3976.0,2,2,3,1.0,New Property,1133.0,1,0,0,0,0,1,96
flat,signature global grand iva,sector 103,0.3,8287.0,1,2,2,5.0,New Property,402.0,0,0,0,0,0,1,37
flat,paras dews,sector 106,1.2,10480.0,3,3,3,12.0,Relatively New,1145.0,0,0,0,0,1,0,158
flat,experion windchants,sector 112,3.75,13383.0,3,5,3+,22.0,Relatively New,2535.0,0,0,0,1,0,0,49
flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3,3,2,2.0,Old Property,1401.0,0,0,0,0,0,1,19
house,dlf city plots,sector 26,12.5,38581.0,4,5,2,2.0,Moderately Old,3240.0,0,0,0,1,1,0,121
